cliente,descricao,ncm,ite_unidade,cat1,cat2,cat3,Nova cat 1,Nova cat 2,Nova cat 3,,
base9,CINTO PEITORAL PORTA RÁDIO,85171211,UN,INSUMOS,PRODUCAO,Material de Consumo,Não Classificado,Não Classificado,Não Classificado,,
base9,"LUVA 103A PVC C/F VINILP CA 1713 P-46 9,5",40151900,UN,INSUMOS,EQUIPAMENTOS DE SEGURANÇA,EQUIPAMENTOS DE SEGURANÇA,Não Classificado,Não Classificado,Não Classificado,,
base9,PAPEL TOALHA ROSA,48183000,UN,INSUMOS,ESCRITORIO,Papelaria,Não Classificado,Não Classificado,Não Classificado,,
base9,LUVA DE EMENDA À COMPRESSÃO 16MM,85359000,UN,INSUMOS,MANUTENÇÃO E INSTALAÇÃO INDUSTRIAL,Insumos de Manutanção,Não Classificado,Não Classificado,Não Classificado,,
base9,LUVA DE EMENDA À COMPRESSÃO 70MM,85359000,UN,INSUMOS,MANUTENÇÃO E INSTALAÇÃO INDUSTRIAL,Insumos de Manutanção,Não Classificado,Não Classificado,Não Classificado,,
base9,LUVA DE EMENDA À COMPRESSÃO 50MM,85359000,UN,INSUMOS,MANUTENÇÃO E INSTALAÇÃO INDUSTRIAL,Insumos de Manutanção,Não Classificado,Não Classificado,Não Classificado,,
base9,LUVA DE EMENDA À COMPRESSÃO 25MM,85359000,UN,INSUMOS,MANUTENÇÃO E INSTALAÇÃO INDUSTRIAL,Insumos de Manutanção,Não Classificado,Não Classificado,Não Classificado,,
base9,LUVA DE EMENDA À COMPRESSÃO 95MM,85359000,UN,INSUMOS,MANUTENÇÃO E INSTALAÇÃO INDUSTRIAL,Insumos de Manutanção,Não Classificado,Não Classificado,Não Classificado,,
base9,"LUVA GALVANIZADA C/ ROSCA 1.1/2""",0,UN,INSUMOS,MANUTENÇÃO E INSTALAÇÃO INDUSTRIAL,Insumos de Manutanção,Não Classificado,Não Classificado,Não Classificado,,
base9,LUVA DE EMENDA À COMPRESSÃO 120MM,85359000,UN,INSUMOS,MANUTENÇÃO E INSTALAÇÃO INDUSTRIAL,Insumos de Manutanção,Não Classificado,Não Classificado,Não Classificado,,
base9,"LUVA GALVANIZADA C/ ROSCA 1""",0,UN,INSUMOS,MANUTENÇÃO E INSTALAÇÃO INDUSTRIAL,Insumos de Manutanção,Não Classificado,Não Classificado,Não Classificado,,
base9,LUVA DE EMENDA À COMPRESSÃO 185MM,85359000,UN,INSUMOS,MANUTENÇÃO E INSTALAÇÃO INDUSTRIAL,Insumos de Manutanção,Não Classificado,Não Classificado,Não Classificado,,
base9,"LUVA GALVANIZADA C/ ROSCA 3""",0,UN,INSUMOS,MANUTENÇÃO E INSTALAÇÃO INDUSTRIAL,Insumos de Manutanção,Não Classificado,Não Classificado,Não Classificado,,
base9,"LUVA GALVANIZADA REDUCAO C/ ROSCA 1/2""X3/8""",0,UN,INSUMOS,MANUTENÇÃO E INSTALAÇÃO INDUSTRIAL,Insumos de Manutanção,Não Classificado,Não Classificado,Não Classificado,,
base9,"LUVA GALVANIZADA REDUCAO C/ ROSCA 2""X1.1/2""",73071910,UN,INSUMOS,MANUTENÇÃO E INSTALAÇÃO INDUSTRIAL,Insumos de Manutanção,Não Classificado,Não Classificado,Não Classificado,,
base9,"LUVA GALVANIZADA REDUCAO C/ ROSCA1.1/4""X1""",73071990,PC,INSUMOS,MANUTENÇÃO E INSTALAÇÃO INDUSTRIAL,Insumos de Manutanção,Não Classificado,Não Classificado,Não Classificado,,
base9,FRAGMENTADORA DE PAPEL COM CESTO 12 FOLHAS 21 LITROS CD E CARTÃO 220V,0,UN,INSUMOS,ESCRITORIO,Papelaria,Não Classificado,Não Classificado,Não Classificado,,
base9,"LUVA GALVANIZADA C/ ROSCA 1/4""",73071990,UN,INSUMOS,MANUTENÇÃO E INSTALAÇÃO INDUSTRIAL,Insumos de Manutanção,Não Classificado,Não Classificado,Não Classificado,,
base9,TOALHA PAPEL SORELLA ECONOMICA PCT,48189090,UN,INSUMOS,MANUTENÇÃO E INSTALAÇÃO INDUSTRIAL,Insumos de Manutanção,Não Classificado,Não Classificado,Não Classificado,,
base9,LUVA DE VAQUETA CA: 45920,42032900,UN,INSUMOS,EQUIPAMENTOS DE SEGURANÇA,Proteção Pessoal,Não Classificado,Não Classificado,Não Classificado,,
base9,LUVA DESCARTAVEL VOLK AZ NITRIL S/TALCO CA 17129 TAM M - CAIXA,40151900,UN,INSUMOS,EQUIPAMENTOS DE SEGURANÇA,Proteção Pessoal,Não Classificado,Não Classificado,Não Classificado,,
base9,TOTEM DE PAPEL ANJO,49119900,UN,INSUMOS,MARKETING E PUBLICIDADE,Brindes,Não Classificado,Não Classificado,Não Classificado,,
base9,LUVA LIGACAO BOMBA DAGUA,40093100,UN,SERVIÇOS,MANUTENÇÃO DE VEICULOS,MANUTENÇÃO DE VEICULOS,Não Classificado,Não Classificado,Não Classificado,,
base9,LUVA DESCARTAVEL VOLK AZ NITRIL S/TALCO CA 17129 TAM G - CAIXA,40151900,UN,INSUMOS,EQUIPAMENTOS DE SEGURANÇA,Proteção Pessoal,Não Classificado,Não Classificado,Não Classificado,,
base9,CINTO ANTICHAMA PARA CALÇA,0,UN,INSUMOS,EQUIPAMENTOS DE SEGURANÇA,Proteção Pessoal,Não Classificado,Não Classificado,Não Classificado,,
base9,MACANETA,87081000,UN,SERVIÇOS,MANUTENÇÃO DE VEICULOS,MANUTENÇÃO DE VEICULOS,Não Classificado,Não Classificado,Não Classificado,,
base9,BOTAO,35069190,UN,SERVIÇOS,MANUTENÇÃO DE VEICULOS,MANUTENÇÃO DE VEICULOS,Não Classificado,Não Classificado,Não Classificado,,
base9,LUVA DESCARTAVEL VOLK AZ NITRIL S/TALCO CA 17129 TAM GG - CAIXA,40151900,UN,INSUMOS,EQUIPAMENTOS DE SEGURANÇA,Proteção Pessoal,Não Classificado,Não Classificado,Não Classificado,,
base9,LUVA MISTA 63X2,39172200,PC,INSUMOS,MANUTENÇÃO E INSTALAÇÃO INDUSTRIAL,Insumos de Manutanção,Não Classificado,Não Classificado,Não Classificado,,
base9,LUVA DE VAQUETA CA: 9455,42032900,UN,INSUMOS,EQUIPAMENTOS DE SEGURANÇA,Proteção Pessoal,Não Classificado,Não Classificado,Não Classificado,,
base9,LUVA PARALELA 1.1/4 MC,73071990,UN,INSUMOS,MAQUINAS E EQUIPAMENTOS,Maquinas e Equipamentos,Não Classificado,Não Classificado,Não Classificado,,
base9,LUVA VINIL VOLK CA 20722,73071990,UN,INSUMOS,EQUIPAMENTOS DE SEGURANÇA,Proteção Pessoal,Não Classificado,Não Classificado,Não Classificado,,
base9,LUVA MUCAMBO PRO 310 CA 32138 TAMANHO 9 (G),0,PR,INSUMOS,EQUIPAMENTOS DE SEGURANÇA,Proteção Pessoal,Não Classificado,Não Classificado,Não Classificado,,
base9,LUVA ANSELL CHEMI-PRO 224 TAM 10 12872,40151900,PC,INSUMOS,EQUIPAMENTOS DE SEGURANÇA,Proteção Pessoal,Não Classificado,Não Classificado,Não Classificado,,
base9,LUVA COMPRESSAO (YS) 95MM2 COBRE ESTANHADO,85359000,UN,INSUMOS,MAQUINAS E EQUIPAMENTOS,Maquinas e Equipamentos,Não Classificado,Não Classificado,Não Classificado,,
base9,"LUVA ZINC. 1.1/2"" 90GR GALV. ELETR.",85359000,UN,INSUMOS,MAQUINAS E EQUIPAMENTOS,Maquinas e Equipamentos,Não Classificado,Não Classificado,Não Classificado,,
base9,LUVA ESG. CORRER 050,39174090,UN,INSUMOS,MANUTENÇÃO E INSTALAÇÃO INDUSTRIAL,Insumos de Manutanção,Não Classificado,Não Classificado,Não Classificado,,
base9,PAPEL HIG FOFINHO FOLHA SIMPLES 30 MTS C/ 64 ROLOS,48181000,UN,INSUMOS,LIMPEZA,Material de limpeza,Não Classificado,Não Classificado,Não Classificado,,
base9,RISCADOR TIPO CANETA 145MM,82075011,UN,INSUMOS,MANUTENÇÃO E INSTALAÇÃO INDUSTRIAL,Ferramentas,Não Classificado,Não Classificado,Não Classificado,,
base9,LUVA TUBULAR DE COMPRESSAO (01) - 10MM2 COBRE ESTANHADO,74130000,UN,INSUMOS,MANUTENÇÃO E INSTALAÇÃO INDUSTRIAL,Insumos de Manutanção,Não Classificado,Não Classificado,Não Classificado,,
base9,LIXA PAPEL ROLO 100,0,MT,INSUMOS,MANUTENÇÃO E INSTALAÇÃO INDUSTRIAL,Insumos de Manutanção,Não Classificado,Não Classificado,Não Classificado,,
base9,"LUVA GALVANIZADA REDUCAO C/ ROSCA 3/4""X1/2""",0,UN,INSUMOS,MANUTENÇÃO E INSTALAÇÃO INDUSTRIAL,Insumos de Manutanção,Não Classificado,Não Classificado,Não Classificado,,
base9,"LUVA GALVANIZADA C/ ROSCA 3/4""",0,UN,INSUMOS,MANUTENÇÃO E INSTALAÇÃO INDUSTRIAL,Insumos de Manutanção,Não Classificado,Não Classificado,Não Classificado,,
base9,PAPEL HIG ROLAO 100% CELULOSE 8X300 SAMPER,48181000,UN,INSUMOS,LIMPEZA,Material de limpeza,Não Classificado,Não Classificado,Não Classificado,,
base9,BOBINA 57MMX30M PAPEL OFF SET,48162000,UN,INSUMOS,ESCRITORIO,Papelaria,Não Classificado,Não Classificado,Não Classificado,,
base9,LUVA 37-185 SALVEX VERDE SF C.A 12598-9 TAMANHO,40151900,PR,INSUMOS,EQUIPAMENTOS DE SEGURANÇA,Proteção Pessoal,Não Classificado,Não Classificado,Não Classificado,,
base9,"PAPELAO HIDRRAULICO 0,8MM",68159990,UN,SERVIÇOS,MANUTENÇÃO DE VEICULOS,MANUTENÇÃO DE VEICULOS,Não Classificado,Não Classificado,Não Classificado,,
base9,LUVA P/ SOLDA WELD PREMIUM VOLK CA 17158,42032900,CX,INSUMOS,EQUIPAMENTOS DE SEGURANÇA,Proteção Pessoal,Não Classificado,Não Classificado,Não Classificado,,
base9,LUVA SOLD. LR 25X3/4,0,PC,INSUMOS,MANUTENÇÃO E INSTALAÇÃO INDUSTRIAL,Insumos de Manutanção,Não Classificado,Não Classificado,Não Classificado,,
base9,LUVA NITRILICA DESC. SENSI SOFT CA 35633,40151900,UN,INSUMOS,EQUIPAMENTOS DE SEGURANÇA,Proteção Pessoal,Não Classificado,Não Classificado,Não Classificado,,
base9,LUVA VERSA TOUCH CA 32.723 TAM M,99000000,PR,INSUMOS,EQUIPAMENTOS DE SEGURANÇA,Proteção Pessoal,Não Classificado,Não Classificado,Não Classificado,,
base9,CINTO DE SEGURANCA COMPLETO COM TRAVA DE SEGURANCA,87082100,UN,INSUMOS,PRODUCAO,Materiais de Laboratorio,Não Classificado,Não Classificado,Não Classificado,,
base9,LUVA SOLD LR 32 X 3\\4,39174090,PC,INSUMOS,MANUTENÇÃO E INSTALAÇÃO INDUSTRIAL,Insumos de Manutanção,Não Classificado,Não Classificado,Não Classificado,,
base9,CAIXA DE LUVA CA 17129 TAM G,40151900,UN,INSUMOS,EQUIPAMENTOS DE SEGURANÇA,Proteção Pessoal,Não Classificado,Não Classificado,Não Classificado,,
base9,LUVA TOP FUSION DE 3 POLEGADAS,0,UN,INSUMOS,MANUTENÇÃO E INSTALAÇÃO INDUSTRIAL,Insumos de Manutanção,Não Classificado,Não Classificado,Não Classificado,,
base9,LUVA 37-210 VERSATOUCH AZUL 32CM CA33858,40151900,UN,INSUMOS,EQUIPAMENTOS DE SEGURANÇA,Proteção Pessoal,Não Classificado,Não Classificado,Não Classificado,,
base9,CAIXA DE LUVA CA 17129 TAM XG,40151900,UN,INSUMOS,EQUIPAMENTOS DE SEGURANÇA,Proteção Pessoal,Não Classificado,Não Classificado,Não Classificado,,
base9,LUVA SOLDAVEL 75MM,39174090,UN,INSUMOS,MANUTENÇÃO E INSTALAÇÃO INDUSTRIAL,Insumos de Manutanção,Não Classificado,Não Classificado,Não Classificado,,
base9,"LUVA ELETRODUTO PVC 1""",39172300,UN,INSUMOS,MANUTENÇÃO E INSTALAÇÃO INDUSTRIAL,Insumos de Manutanção,Não Classificado,Não Classificado,Não Classificado,,
base9,"LUVA ELETRODUTO PVC 2""",39172300,UN,INSUMOS,MANUTENÇÃO E INSTALAÇÃO INDUSTRIAL,Insumos de Manutanção,Não Classificado,Não Classificado,Não Classificado,,
base9,"LUVA GALVANIZADA REDUCAO C/ ROSCA 4""X3""",73071910,UN,INSUMOS,MANUTENÇÃO E INSTALAÇÃO INDUSTRIAL,Insumos de Manutanção,Não Classificado,Não Classificado,Não Classificado,,
base9,LUVA ESG 40,39174090,PC,INSUMOS,MANUTENÇÃO E INSTALAÇÃO INDUSTRIAL,Insumos de Manutanção,Não Classificado,Não Classificado,Não Classificado,,
base9,LUVA DE ELETRODUTO 3/4 VERMELHO,39174090,UN,INSUMOS,MAQUINAS E EQUIPAMENTOS,Maquinas e Equipamentos,Não Classificado,Não Classificado,Não Classificado,,
base9,"LUVA ELETRODUTO GALVANIZADO 1"" - LEVE",73079200,UN,INSUMOS,MAQUINAS E EQUIPAMENTOS,Maquinas e Equipamentos,Não Classificado,Não Classificado,Não Classificado,,
base9,"LUVA ELETRODUTO GALVANIZADO 3/4"" - LEVE",73071920,UN,INSUMOS,MAQUINAS E EQUIPAMENTOS,Maquinas e Equipamentos,Não Classificado,Não Classificado,Não Classificado,,
base9,CAIXA DE LUVA CA 17129 TAM M,40151900,UN,INSUMOS,EQUIPAMENTOS DE SEGURANÇA,Proteção Pessoal,Não Classificado,Não Classificado,Não Classificado,,
base9,CAIXA DE LUVA CA 17129 TAM P,40151900,UN,INSUMOS,EQUIPAMENTOS DE SEGURANÇA,Proteção Pessoal,Não Classificado,Não Classificado,Não Classificado,,
base9,LUVA VAQUETA CORSUL CA 31179,42032900,UN,INSUMOS,PRODUCAO,Material de Consumo,Não Classificado,Não Classificado,Não Classificado,,
base9,CANETA MARCA TEXTO LIGHT CIS AZUL,0,UN,INSUMOS,ESCRITORIO,Papelaria,Não Classificado,Não Classificado,Não Classificado,,
base9,LUVA PARA PROTEÇÃO CONTRA AGENTES MECÂNICOS E QUÍMICOS CA 16313 M,40151900,UN,INSUMOS,EQUIPAMENTOS DE SEGURANÇA,Proteção Pessoal,Não Classificado,Não Classificado,Não Classificado,,
base9,LUVA PARA PROTEÇÃO CONTRA AGENTES MECÂNICOS E QUÍMICOS CA 16313 G,40151900,UN,INSUMOS,EQUIPAMENTOS DE SEGURANÇA,Proteção Pessoal,Não Classificado,Não Classificado,Não Classificado,,
base9,LUVA PARA PROTEÇÃO CONTRA AGENTES MECÂNICOS E QUÍMICOS CA 16313 GG,40151900,UN,INSUMOS,EQUIPAMENTOS DE SEGURANÇA,Proteção Pessoal,Não Classificado,Não Classificado,Não Classificado,,
base9,LUVA DA-36201 NITRIL VERDE CA 25313 - P,40151900,UN,INSUMOS,EQUIPAMENTOS DE SEGURANÇA,Uniformes,Não Classificado,Não Classificado,Não Classificado,,
base9,LUVA SOLD LR 50X1.1/2,39174090,UN,INSUMOS,PRODUCAO,Material de Consumo,Não Classificado,Não Classificado,Não Classificado,,
base9,LUVA DESCARTAVEL VOLK AZ NITRIL S/TALCO CA 17129 TAM P - CAIXA,40151900,UN,INSUMOS,EQUIPAMENTOS DE SEGURANÇA,Proteção Pessoal,Não Classificado,Não Classificado,Não Classificado,,
base9,JARDINEIRA JEFEX NYLON VD C/BOTA CA 28931,40159001,UN,INSUMOS,EQUIPAMENTOS DE SEGURANÇA,Proteção Pessoal,Não Classificado,Não Classificado,Não Classificado,,
base9,CAIXA DE PAPELÃO 306X232X175 ALCOOL GEL,48191000,UN,EMBALAGENS,EMBALAGENS,EMBALAGENS METALICAS,Não Classificado,Não Classificado,Não Classificado,,
base9,SUCATA DE PAPELAO,48191000,UN,DESPESAS,DESPESAS OPERACIONAIS,Outras Despesas Operacionais,Não Classificado,Não Classificado,Não Classificado,,
base9,"LUVA GALVANIZADA REDUCAO C/ ROSCA 2""X1""",73071910,UN,INSUMOS,MANUTENÇÃO E INSTALAÇÃO INDUSTRIAL,Insumos de Manutanção,Não Classificado,Não Classificado,Não Classificado,,
base9,"LUVA GALVANIZADA REDUCAO C/ ROSCA 2""X3/4""",0,UN,INSUMOS,MANUTENÇÃO E INSTALAÇÃO INDUSTRIAL,Insumos de Manutanção,Não Classificado,Não Classificado,Não Classificado,,
base9,"LUVA GALVANIZADA REDUCAO C/ ROSCA 1/2""X1/4""",73071990,PC,INSUMOS,MANUTENÇÃO E INSTALAÇÃO INDUSTRIAL,Insumos de Manutanção,Não Classificado,Não Classificado,Não Classificado,,
base9,TOALHA PAPEL SORELLA ECONOMICA PCT,48183000,UN,INSUMOS,PRODUCAO,Material de Consumo,Não Classificado,Não Classificado,Não Classificado,,
base9,BOTA DE BOMBEIRO C/FORRO ANTI-CHAMA 36CM N 43,64011000,UN,INSUMOS,EQUIPAMENTOS DE SEGURANÇA,Proteção Pessoal,Não Classificado,Não Classificado,Não Classificado,,
base9,"TUBO PVC, BUCHA, JOELHO, ANEL, LUVA",39172300,UN,INSUMOS,MAQUINAS E EQUIPAMENTOS,Maquinas e Equipamentos,Não Classificado,Não Classificado,Não Classificado,,
base9,LUVA ESG. 100,39174090,UN,INSUMOS,MANUTENÇÃO E INSTALAÇÃO INDUSTRIAL,Insumos de Manutanção,Não Classificado,Não Classificado,Não Classificado,,
base9,SUPORTE DE CHAPA PARA BOMBA DE PAPELAO,73089090,UN,INSUMOS,MANUTENÇÃO E INSTALAÇÃO INDUSTRIAL,Insumos de Manutanção,Não Classificado,Não Classificado,Não Classificado,,
base9,SACOLA PAPEL,48194000,UN,INSUMOS,MARKETING E PUBLICIDADE,Brindes,Não Classificado,Não Classificado,Não Classificado,,
base9,LUVA DE COMBATE A INCENDIO JOB FIRE - TAM GG,61169900,UN,INSUMOS,EQUIPAMENTOS DE SEGURANÇA,Proteção Pessoal,Não Classificado,Não Classificado,Não Classificado,,
base9,LUVA NPT-P 150LBS 1 TUPY,73071990,UN,INSUMOS,MAQUINAS E EQUIPAMENTOS,Maquinas e Equipamentos,Não Classificado,Não Classificado,Não Classificado,,
base9,LUVA 63MM VERDE (AQ/AF),39172200,UN,INSUMOS,MANUTENÇÃO E INSTALAÇÃO INDUSTRIAL,Insumos de Manutanção,Não Classificado,Não Classificado,Não Classificado,,
base9,LUVA NITRILICA SENSIFLEX FLEX DANNY CA25091 TAMANHO G,40151900,UN,INSUMOS,EQUIPAMENTOS DE SEGURANÇA,Proteção Pessoal,Não Classificado,Não Classificado,Não Classificado,,
base9,PAPEL PARDO,48025793,UN,INSUMOS,COPA E COZINHA,"Café, açúcar e outros",Não Classificado,Não Classificado,Não Classificado,,
base9,LUVA NITRILICA SENSIFLEX FLEX DANNY CA25091 TAMANHO P,40151900,UN,INSUMOS,EQUIPAMENTOS DE SEGURANÇA,Proteção Pessoal,Não Classificado,Não Classificado,Não Classificado,,
base9,LUVA NITRILICA SENSIFLEX FLEX DANNY CA25091 TAMANHO M,40151900,UN,INSUMOS,EQUIPAMENTOS DE SEGURANÇA,Proteção Pessoal,Não Classificado,Não Classificado,Não Classificado,,
base9,LUVA NITRILICA SENSIFLEX FLEX DANNY CA25091 TAMANHO XG,40151900,UN,INSUMOS,EQUIPAMENTOS DE SEGURANÇA,Proteção Pessoal,Não Classificado,Não Classificado,Não Classificado,,
base9,BOTAO PULSO PR EX VERDE,85365090,PC,INSUMOS,MANUTENÇÃO E INSTALAÇÃO INDUSTRIAL,Materiais Elétricos,Não Classificado,Não Classificado,Não Classificado,,
base9,BOTAO PULSO PR EX VERMELHO,85365090,PC,INSUMOS,MANUTENÇÃO E INSTALAÇÃO INDUSTRIAL,Materiais Elétricos,Não Classificado,Não Classificado,Não Classificado,,
base9,"LUVA MISTA 50X1.1/2"" (AQ/AF)-VERDE",39172200,UN,SERVIÇOS,MANUTENÇÃO DE VEICULOS,MANUTENÇÃO DE VEICULOS,Não Classificado,Não Classificado,Não Classificado,,
base9,LUVA MISTA 50X1.1/2 (AQ/AF)-VERDE,39172200,UN,SERVIÇOS,MANUTENÇÃO DE VEICULOS,MANUTENÇÃO DE VEICULOS,Não Classificado,Não Classificado,Não Classificado,,
base9,LUVA 50(AQ/AF)-VERDE,39172200,UN,SERVIÇOS,MANUTENÇÃO DE VEICULOS,MANUTENÇÃO DE VEICULOS,Não Classificado,Não Classificado,Não Classificado,,
base9,CINTO TIPO ARANHA ADULTO,58063200,CX,INSUMOS,MANUTENÇÃO E INSTALAÇÃO INDUSTRIAL,Insumos de Manutanção,Não Classificado,Não Classificado,Não Classificado,,
base9,LUVA 2 - TUPY,73071910,UN,INSUMOS,MAQUINAS E EQUIPAMENTOS,Maquinas e Equipamentos,Não Classificado,Não Classificado,Não Classificado,,
base9,LUVA SOLD LR 32 X 1,39174090,UN,INSUMOS,MANUTENÇÃO E INSTALAÇÃO INDUSTRIAL,Insumos de Manutanção,Não Classificado,Não Classificado,Não Classificado,,
base9,PRATO PAPELAO PINHO 10,48195000,UN,INSUMOS,COPA E COZINHA,"Café, açúcar e outros",Não Classificado,Não Classificado,Não Classificado,,
base9,LUVA PARA AGENTES QUIMICOS E TERMICOS CA25850 ANSELL,61161000,UN,INSUMOS,EQUIPAMENTOS DE SEGURANÇA,Proteção Pessoal,Não Classificado,Não Classificado,Não Classificado,,
base9,BOTAO EMERGENCIA C/TRAVA GIRA,85365090,PC,INSUMOS,MANUTENÇÃO E INSTALAÇÃO INDUSTRIAL,Insumos de Manutanção,Não Classificado,Não Classificado,Não Classificado,,
base9,LUVA DA-36201 NITRIL VERDE CA 25313 - M,40151900,UN,INSUMOS,EQUIPAMENTOS DE SEGURANÇA,Uniformes,Não Classificado,Não Classificado,Não Classificado,,
base9,LUVA DA-36201 NITRIL VERDE CA 25313 - G,40151900,UN,INSUMOS,EQUIPAMENTOS DE SEGURANÇA,Uniformes,Não Classificado,Não Classificado,Não Classificado,,
base9,LUVA DA-36201 NITRIL VERDE CA 25313 - GG,40151900,UN,INSUMOS,EQUIPAMENTOS DE SEGURANÇA,Uniformes,Não Classificado,Não Classificado,Não Classificado,,
base9,CADEIRA EXECUTIVA BACK SYSTEM COM BRACO GATILHO BOTAO (BICO DE PATO),94039090,UN,INSUMOS,MAQUINAS E EQUIPAMENTOS,Maquinas e Equipamentos,Não Classificado,Não Classificado,Não Classificado,,
base9,LUVA CIRURGICA P CA 15112,40151900,PC,INSUMOS,EQUIPAMENTOS DE SEGURANÇA,Proteção Pessoal,Não Classificado,Não Classificado,Não Classificado,,
base9,TOALHA PAPEL LIDER PCT C/2,48181000,UN,INSUMOS,PRODUCAO,Material de Consumo,Não Classificado,Não Classificado,Não Classificado,,
base9,LUVA MISTA 90X3 VERDE,39172200,PC,INSUMOS,MANUTENÇÃO E INSTALAÇÃO INDUSTRIAL,Insumos de Manutanção,Não Classificado,Não Classificado,Não Classificado,,
base9,LUVA SOLDAVEL 25MM,39174090,UN,INSUMOS,MANUTENÇÃO E INSTALAÇÃO INDUSTRIAL,Insumos de Manutanção,Não Classificado,Não Classificado,Não Classificado,,
base9,LUVA SUPER GREEN CA.33334 TAM (G),40151900,UN,INSUMOS,EQUIPAMENTOS DE SEGURANÇA,Proteção Pessoal,Não Classificado,Não Classificado,Não Classificado,,
base9,PAPEL A4 90GR 500FLS,0,UN,INSUMOS,ESCRITORIO,Papelaria,Não Classificado,Não Classificado,Não Classificado,,
base9,CANETA ESPECIAL,96081000,UN,INSUMOS,MARKETING E PUBLICIDADE,Brindes,Não Classificado,Não Classificado,Não Classificado,,
base9,PAPEL HIGIENICO PERSONAL 30MTS NEUTRO COM 16 X 4 UNIDADES,48181000,UN,INSUMOS,LIMPEZA,Material de limpeza,Não Classificado,Não Classificado,Não Classificado,,
base9,LUVA BUCHA LATAO,39174090,UN,INSUMOS,MANUTENÇÃO E INSTALAÇÃO INDUSTRIAL,Insumos de Manutanção,Não Classificado,Não Classificado,Não Classificado,,
base9,PAPELAO PARA RECICLAR,47079000,KG,DESPESAS,DESPESAS OPERACIONAIS,Outras Despesas Operacionais,Não Classificado,Não Classificado,Não Classificado,,
base9,LUVAS DE SEGURANCA CONTRA AGENTES QUIMICOS,,P,INSUMOS,EQUIPAMENTOS DE SEGURANÇA,Proteção Pessoal,Não Classificado,Não Classificado,Não Classificado,,
base9,LUVA DE SEGURANCA CONTRA AGENTES MECANICOS,,P,INSUMOS,EQUIPAMENTOS DE SEGURANÇA,Proteção Pessoal,Não Classificado,Não Classificado,Não Classificado,,
base9,LUVA PARA PROCEDIMENTOS,,CX,INSUMOS,EQUIPAMENTOS DE SEGURANÇA,Proteção Pessoal,Não Classificado,Não Classificado,Não Classificado,,
base9,LUVA DE SEGURANCA ISOLANTE DE BORRACHA,,P,INSUMOS,EQUIPAMENTOS DE SEGURANÇA,Proteção Pessoal,Não Classificado,Não Classificado,Não Classificado,,
base9,LUVA MUCAMBO-PRO 310 BANHO DE LATEX ANTIDE/ PA563 10 /8-,61161000,PR,INSUMOS,EQUIPAMENTOS DE SEGURANÇA,Proteção Pessoal,Não Classificado,Não Classificado,Não Classificado,,
base9,CALCADO DE SEGURANCA TIPO BOTA IMPERMEAVEL,,P,INSUMOS,EQUIPAMENTOS DE SEGURANÇA,Proteção Pessoal,Não Classificado,Não Classificado,Não Classificado,,
base9,CINTO ERGONOMICO STRONG,58063200,UN,INSUMOS,EQUIPAMENTOS DE SEGURANÇA,Proteção Pessoal,Não Classificado,Não Classificado,Não Classificado,,
base9,LUVA PROCEDIMENTO SUPERMAX/AURELIA CAIXA COM 100 TAMANHO G,40151900,CX,INSUMOS,EQUIPAMENTOS DE SEGURANÇA,Proteção Pessoal,Não Classificado,Não Classificado,Não Classificado,,
base9,LUVA PROCEDIMENTO SUPERMAX/AURELIA CAIXA COM 100 TAMANHO M,40151900,CX,INSUMOS,EQUIPAMENTOS DE SEGURANÇA,Proteção Pessoal,Não Classificado,Não Classificado,Não Classificado,,
base9,LUVA PROCEDIMENTO SUPERMAX/AURELIA CAIXA COM 100 TAMANHO P,40151900,CX,INSUMOS,EQUIPAMENTOS DE SEGURANÇA,Proteção Pessoal,Não Classificado,Não Classificado,Não Classificado,,
base9,CINTO VICSA ERGONOMICO STEELPRO REFLET PRETO/LAR TAM M,62129000,PC,INSUMOS,EQUIPAMENTOS DE SEGURANÇA,Proteção Pessoal,Não Classificado,Não Classificado,Não Classificado,,
base9,LUVA 4 FIOS PIGMENTADA PROMAT CA 4699 340PG/4 TAM G,61169200,PR,INSUMOS,EQUIPAMENTOS DE SEGURANÇA,Proteção Pessoal,Não Classificado,Não Classificado,Não Classificado,,
base9,CINTO VICSA ERGONOMICO STEELPRO REFLET PRETO/LAR TAM G,62129000,PC,INSUMOS,EQUIPAMENTOS DE SEGURANÇA,Proteção Pessoal,Não Classificado,Não Classificado,Não Classificado,,
base9,BOTA PVC CANO LONGO,0,UN,INSUMOS,EQUIPAMENTOS DE SEGURANÇA,Proteção Pessoal,Não Classificado,Não Classificado,Não Classificado,,
base9,LUVA PROCEDIMENTO SUPERMAX/AURELIA EP,40151900,CX,INSUMOS,EQUIPAMENTOS DE SEGURANÇA,Proteção Pessoal,Não Classificado,Não Classificado,Não Classificado,,
base9,LUVA POLIAMIDA SENSILING 1670 PU/PRETA CA 14628 TAM G,61161000,PR,INSUMOS,EQUIPAMENTOS DE SEGURANÇA,Proteção Pessoal,Não Classificado,Não Classificado,Não Classificado,,
base9,LUVA MALHA NITRILON 659/09 PROMAT,40151900,PR,INSUMOS,EQUIPAMENTOS DE SEGURANÇA,Proteção Pessoal,Não Classificado,Não Classificado,Não Classificado,,
base9,LUVA VAQUETA CONFORTO CA 3983 TAM M,42032900,PR,INSUMOS,EQUIPAMENTOS DE SEGURANÇA,Proteção Pessoal,Não Classificado,Não Classificado,Não Classificado,,
