descricao,Categoria
'CAIXA DE PAPELAO PARA DISPLAY (DPS/1 ,Embalagem
CAIXA DE PAPELAO PARA HIDROPO 50 TIPO ODKK-ES ESTILO MS OC C/IMPRESSAO DIMENSOES INTERNAS C=440mm X L=440mm X A=820mm CONFORME FICHA DE IMPRESSAO E ACOMPANHADA DE UM JOGO DE ACESSORIOS COMPOSTO DE 1 PC 1320 X 270mm 2 PC 550 X 450mm E 2 PC 1180 X 540 mm. CX PAP HIDROPO 50,Embalagem
CAIXA DE PAPELAO PARA HIDROPO 72 E 1400 TIPO ODKK-ES ESTILO MS OC C/IMPRESSAO DIMENSOES INTERNAS C=650mm X L=650mm X A=1050mm CONFORME FICHA DE IMPRESSAO E ACOMPANHADA DE UM JOGO DE ACESSORIOS COMPOSTO DE 1 PC 1320 X 270mm 2 PC 550 X 450mm E 2 PC 1180 X 540 mm. CX PAP HIDROPO 72/1400 925.0027-0,Embalagem
CAIXA DE PAPELAO PARA KIT AERÓGRAFO - AR DIRETO EM DUPLEX 220 A 250GR/M2 E CARTAO MICROONDULADO FECHAMENTO DE ABAS COM TRAVAS NO FUNDO E NA TAMPA IMPRESSAO EM QUATRO CORES + VERNIZ COM MEDIDAS EXTERNAS DE C= 215 mm X L= 85 mm X A= 325 mm COM VARIACAO DE + OU - 2 mm CONFORME PECA PADRAO E PLANTA ME0564X.,Embalagem
CAIXA DE PAPELAO PARA MOTOCOMPRESSOR DE AR MSA-7.6/17L - PANCAKE - CHAMPION ODKK-ES ESTILO MTT OC C/IMPRESSAO DIMENSOES INTERNAS C=400mm X L=370mm X A=635mm CONFORME FICHA DE IMPRESSAO. CX PAP MSA7.6/17 PANCAKE CHAMPION,Embalagem
"CAIXA DE PAPELAO PARA MS23 ""AIR PLUS SILVER"" MM 1/3CV 4P60Hz 110/220V. MEDIDAS INTERNAS DE C=480mm X L=185mm X A=250mm. MATERIAL: CARTAO DUPLEX DE 250 A 300GR/M2 E PAPELAO ONDA BC. FECHAMENTO: INFERIOR E SUPERIOR TIPO MALETA SIMPLES COM FITA TRANSPARENTE. IMPRESSAO: EM QUATRO CORES + PLASTIFICADO.",Embalagem
CAIXA DE PAPELAO PARA OLEO MS LUB SCHULZ 1 LITRO PARDA PAPELAO ONDA B FECHAMENTO: LATERAL COM COLA.,Embalagem
CAIXA DE PAPELAO PARA PISTOLA DE PINTURA MOD SPP-AP01 EM DUPLEX 220 A 250GR/M2 E CARTAO MICROONDULADO SEM IMPRESSAO COM MEDIDAS EXTERNAS DE C= 233 mm X L= 165 mm X A= 140 mm,Embalagem
CAIXA DE PAPELAO PARA RESERVATORIO. 20L. TIPO ODKK-ES ESTILO MS OC S/IMPRESSAO DIMENSOES INTERNAS C=505mm X L=360mm X A=315mm CONFORME FICHA DE IMPRESSAO,Embalagem
CAIXA DE PAPELAO PARA SM11-HX 1CV 2E E 15 3E,Embalagem
CAIXA DE PAPELAO PARA TORNO DE BANCADA NR-5 TOP LINE - COLORIDA SEM BASE GIRATÓRIA TORP LINE IDIOMA: ESPANHOL INGLÊS E PORTUGUÊS MEDIDAS: C= 383 X L=168 X A=186 TORNO DE BANCADA NODULAR NR-5 S/GIRAT. TOP LINE (MERCADO/INTERNO),Embalagem
CAIXA DE PAPELAO PARA TORNO DE BANCADA NR-6 TOP LINE - COLORIDA SEM BASE GIRATÓRIA TORP LINE IDIOMA: ESPANHOL INGLÊS E PORTUGUÊS MEDIDAS: C= 420 X L=170 X A=180 TORNO DE BANCADA NODULAR NR-6 S/GIRAT. TOP LINE (MERCADO/INTERNO),Embalagem
CAIXA DE PAPELAO P/ BASE GIRAT. NUM. 2/3/4,Embalagem
CAIXA DE PAPELAO P/ BASE GIRAT. NUM. 5/6/8 CAIXA DE PAPELAO PARA BASE GIRATORIA NUMERO 5/6/8 DIMENSIONAMENTO DA CX. 200X200X50MM,Embalagem
CAIXA DE PAPELÃO P/ CARRETEL AUTO-RECOLHIVEL C/ MANG 10BAR,Embalagem
CAIXA DE PAPELAO P/ CARRINHO HUS (590x420x280),Embalagem
"CAIXA DE PAPELAO p/ GRAMPO C-LEVE 4"" (SOMAR) p/ 6 UNIDADES EMBALAGEM DE PAPELAO DUPLO CRAFT ONDA BB ABAS TRANSPASSADAS c/ MEDIDAS INTERNAS DE C=225mm x L=120mm x A=130mm. ***CONFORME DESENHO*** FORNECEDOR: FLASHPACK - 55004078",Embalagem
CAIXA DE PAPELAO P/ HIDROLAVADORA 34/HUS(EXP.)N161,Embalagem
CAIXA DE PAPELAO p/ SHX/SHX-K (SOMAR) EMBALAGEM DE PAPELAO DUPLO CRAFT ABAS TRANSPASSADAS c/ MEDIDAS INTERNAS DE C=290mm x L=170mm x A=190mm. ***CONFORME DESENHO*** FORNECEDOR: FLASHPACK - 55004144. FORNECEDOR: EMBALPLAN - 55004144/A.,Embalagem
CAIXA DE PAPELAO p/ TORNO BANCADA N.2 SERIE SUPER (SOMAR) MERCADO INTERNO EMBALAGEM DE PAPELAO DUPLO CRAFT ONDA B ABAS TRANSPASSADAS MEDIDAS INTERNAS DE C=243mm x L=105mm x A=120mm.,Embalagem
CAIXA DE PAPELAO p/ TORNO BANCADA N.3 SERIE SUPER (SOMAR) MERCADO INTERNO EMBALAGEM DE PAPELAO DUPLO CRAFT ONDA B ABAS TRANSPASSADAS c/ MEDIDAS INTERNAS DE C=272mm x L=115mm x A=130mm.,Embalagem
CAIXA DE PAPELAO p/ TORNO BANCADA N.4 SERIE SUPER (SOMAR) MERCADO INTERNO EMBALAGEM DE PAPELAO DUPLO CRAFT ONDA B ABAS TRANSPASSADAS c/ MEDIDAS INTERNAS DE C=315mm x L=135mm x A=135mm.,Embalagem
CAIXA DE PAPELAO p/ TORNO BANCADA N.5 SERIE SUPER (SOMAR) MERCADO INTERNO EMBALAGEM DE PAPELAO DUPLO CRAFT ONDA BC ABAS TRANSPASSADAS c/ MEDIDAS INTERNAS DE C=375mm x L=155mm x A=160mm.,Embalagem
CAIXA DE PAPELAO p/ TORNO DE BANCADA MENEGOTTI NUMERO 5 EMBALAGEM DE PAPELAO PARDO ONDULADO KKBC (CAPA EXTERNA KRAFT CAPA INTERNA KRAFT ONDA DUPLA BC) GRAMATURA MINIMA 605g/m² E COLUNA MINIMA 8kgf/cm c/ ABAS TRANSPASSADAS NO FUNDO E NA TAMPA FECHAMENTO c/ COLA E c/ IMPRESSAO NA COR PRETA. DIMENSOES INTERNAS: A=160mm X L=155mm X C=375mm.,Embalagem
CAIXA DE PAPELAO p/ TORNO DE BANCADA MENEGOTTI NUMERO 6 EMBALAGEM DE PAPELAO PARDO ONDULADO KKBC (CAPA EXTERNA KRAFT CAPA INTERNA KRAFT ONDA DUPLA BC) GRAMATURA MINIMA 605g/m² E COLUNA MINIMA 8kgf/cm² c/ ABAS TRANSPASSADAS NO FUNDO E NA TAMPA FECHAMENTO c/ COLA E c/ IMPRESSAO NA COR PRETA. DIMENSOES INTERNAS: A=170mm X L=165mm X C=415mm.,Embalagem
CAIXA DE PAPELAO p/ TORNO DE BANCADA MENEGOTTI NUMERO 8 EMBALAGEM DE PAPELAO PARDO ONDULADO KKBC (CAPA EXTERNA KRAFT CAPA INTERNA KRAFT ONDA DUPLA BC) GRAMATURA MINIMA 605g/m² E COLUNA MINIMA 8kgf/cm c/ ABAS TRANSPASSADAS NO FUNDO E NA TAMPA FECHAMENTO c/ COLA E c/ IMPRESSAO NA COR PRETA. DIMENSOES INTERNAS: A=190mm X L=205mm X C=505mm.,Embalagem
CAIXA DE PAPELÃO TELESCOPICA COM BASE DE MADEIRA E GRADE DE MADEIRA COM TRATAMENTO HT UTILIZADA PARA TRANSPORTE DE PEÇAS DO CLIENTE JOHN DEERE TURF CARE - ITEM 311.157-C. MEDIDAS EXTERNAS COM PES: COMPRIMENTO 1200 mm - LARGURA 800 mm ALTURA 930 mm.,Embalagem
CAIXA DE PAPELAO TORNO BANCADA SCHULZ NR.2,Embalagem
CAIXA DE PAPELAO TORNO BANCADA SCHULZ NR.3,Embalagem
CAIXA DE PAPELAO TORNO BANCADA SCHULZ NR.4,Embalagem
CAIXA DE PAPELAO TORNO BANCADA SCHULZ NR.5,Embalagem
CAIXA DE PAPELAO TORNO BANCADA SCHULZ NR.6,Embalagem
CAIXA DE PAPELAO TORNO BANCADA SCHULZ NR.8,Embalagem
Caixa Kit em papelão com base em madeira (tamanho 1280x860x897mm),Embalagem
CAIXA PAPELAO BMS-BR 130x130x1500m,Embalagem
CAIXA PAPELAO BMS-BR 130x130x1800mm,Embalagem
CAIXA PAPELAO BMS-BR 130x130x2200mm,Embalagem
CAIXA PAPELAO JET MASTER PRO,Embalagem
CAIXA PAPELAO MALETA COM ABAS TRANSPASSADAS PAPELAO ONDA DUPLA PARDO KRAFT ESTAMPADA COR AZUL USADA PARA EMBALAR A MAQUINA DE CORTAR VERGALHAO N. 0 CODIGO 10013000 DIMENSOES INTERNAS: 200X150X240mm,Embalagem
CAIXA PAPELAO MALETA COM ABAS TRANSPASSADAS PAPELAO ONDA DUPLA PARDO KRAFT ESTAMPADA COR AZUL USADA PARA EMBALAR A MAQUINA DE CORTAR VERGALHAO N. 0 CODIGO 10013000 DIMENSOES INTERNAS: 200X150X240mm,Embalagem
CAIXA PAPELAO MALETA COM ABAS TRANSPASSADAS PAPELAO ONDA DUPLA PARDO KRAFT ESTAMPADA COR AZUL USADA PARA EMBALAR A MAQUINA DE CORTAR VERGALHAO N. 0 CODIGO 10013001 DIMENSOES INTERNAS: 200X145X315mm,Embalagem
CAIXA PAPELAO MALETA COM ABAS TRANSPASSADAS PAPELAO ONDA DUPLA PARDO KRAFT ESTAMPADA COR AZUL USADA PARA EMBALAR A MAQUINA DE CORTAR VERGALHAO N. 0 CODIGO 10013021 DIMENSOES INTERNAS: 200X145X315mm,Embalagem
CAIXA PAPELAO MAQUINA CORTAR PERFIL,Embalagem
CAIXA PAPELAO MAQUINA CORTAR VERGALHAO N.0 - 2016,Embalagem
CAIXA PAPELAO N.102 MORSA MAQUINA (SOMAR),Embalagem
CAIXA PAPELAO N.143 EIXO MULT. N.00 (SOMAR),Embalagem
CAIXA PAPELAO N.144 EIXO MULT. N.0 (SOMAR),Embalagem
CAIXA PAPELAO N.145 EIXO MULT. N.1 (SOMAR),Embalagem
CAIXA PAPELAO N.146 EIXO MULT. N.2 (SOMAR),Embalagem
CAIXA PAPELAO N.147 EIXO MULT. N.3 (SOMAR),Embalagem
CAIXA PAPELAO N.148 EIXO MULT. N.4 (SOMAR),Embalagem
CAIXA PAPELAO N.149 EIXO MULT. N.5 (SOMAR),Embalagem
CAIXA PAPELAO ONDULADO - CX PAP BMSI 303 - 21 ESTAGIOS - PARDA,Embalagem
CAIXA PAPELAO P/ MORSA FURADEIRA,Embalagem
CAIXA PAPELAO P/MOTOBOMBA SUPER JET HM,Embalagem
CAIXA PAPELAO P/ MOTOESMERIL (NOVO),Embalagem
CAIXA PAPELAO P/ TORNO HOBBY BLISTER,Embalagem
CAIXA PAPELAO P/ TS 250A,Embalagem
CAIXA PAPELAO TORNO BANCADA NR.2 SEM IMPRESSAO,Embalagem
CAIXA PAPEL ONDULADO PLANA (PAPELAO) KRAFT. COR: PARDA. TIPO DE FECHAMENTO: COM TRAVA. FUNDO SEMI AUTOMATICO. EM PAPELAO ONDULADO KKB. SEM IMPRESSAO. UTILIZADA PARA ARMAZENAGEM DE ITENS DIVERSOS. DIMENSOES EXTERNAS/INTERNAS CONFORME DESENHO. CAIXA DE PAPELAO ONDULADO (PAPELAO) PARA USO NO SAC.,Embalagem
CAIXA PAPEL ONDULADO PLANA (PAPELAO) KRAFT. COR: PARDA. TIPO DE FECHAMENTO: MALETA SIMPLES. SEM IMPRESSAO. UTILIZADA PARA ARMAZENAGEM DE ITENS DIVERSOS. DIMENSOES EXTERNAS/INTERNAS CONFORME DESENHO. CAIXA DE PAPELAO ONDULADO (PAPELAO) PARA USO NO SAC.,Embalagem
CAIXA PAPEL ONDULADO PLANA (PAPELAO) KRAFT. COR: PARDA. TIPO DE FECHAMENTO: MANUAL. FUNDO SEMI AUTOMATICO CORTE E VINCO. SEM IMPRESSAO. UTILIZADA PARA ARMAZENAGEM DE ITENS DIVERSOS. DIMENSOES EXTERNAS/INTERNAS CONFORME DESENHO. CAIXA DE PAPELAO ONDULADO (PAPELAO) PARA USO NO SAC.,Embalagem
CAIXA PAPEL ONDULADO PLANA (PAPELAO) KRAFT. COR: PARDA. TIPO DE FECHAMENTO: MANUAL. FUNDO SEMI AUTOMATICO. EM PAPELAO KKBC. COM IMPRESSO EM AZUL. UTILIZADA PARA ARMAZENAGEM DE ITENS DIVERSOS. DIMENSOES EXTERNAS/INTERNAS CONFORME DESENHO. CAIXA DE PAPELAO ONDULADO (PAPELAO) PARA USO NO SAC.,Embalagem
CAIXA PAPEL ONDULADO PLANA (PAPELAO) KRAFT. COR: PARDA. TIPO DE FECHAMENTO: MANUAL. FUNDO SEMI AUTOMATICO. EM PAPELAO KKBC. IMPRESSAO AZUL. UTILIZADA PARA ARMAZENAGEM DE ITENS DIVERSOS. DIMENSOES EXTERNAS/INTERNAS CONFORME DESENHO. CAIXA DE PAPELAO ONDULADO (PAPELAO) PARA USO NO SAC.,Embalagem
CAIXA PAPEL ONDULADO PLANA (PAPELAO) KRAFT. COR: PARDA. TIPO DE FECHAMENTO: MANUAL. FUNDO SEMI AUTOMATICO. EM PAPELAO KKB. SEM IMPRESSAO. UTILIZADA PARA ARMAZENAGEM DE ITENS DIVERSOS. DIMENSOES EXTERNAS/INTERNAS CONFORME DESENHO. CAIXA DE PAPELAO ONDULADO (PAPELAO) PARA USO NO SAC.,Embalagem
CAIXA PAPEL ONDULADO PLANA (PAPELAO) KRAFT. COR: PARDA. TIPO DE FECHAMENTO: MANUAL. FUNDO SEMI AUTOMATICO. EM PAPELAO OSR OU CMB. SEM IMPRESSAO. UTILIZADA PARA ARMAZENAGEM DE ITENS DIVERSOS. DIMENSOES EXTERNAS/INTERNAS CONFORME DESENHO. CAIXA DE PAPELAO ONDULADO (PAPELAO) PARA USO NO SAC.,Embalagem
CAIXA PAPEL ONDULADO PLANA (PAPELAO) KRAFT. COR: PARDA. TIPO DE FECHAMENTO: MANUAL. FUNDO SEMI AUTOMATICO. SEM IMPRESSAO. UTILIZADA PARA ARMAZENAGEM DE ITENS DIVERSOS. DIMENSOES EXTERNAS/INTERNAS CONFORME DESENHO. CAIXA DE PAPELAO ONDULADO (PAPELAO) PARA USO NO SAC.,Embalagem
CAIXA PAPEL ONDULADO PLANA (PAPELAO) KRAFT. COR: PARDA. TIPO DE FECHAMENTO: MANUAL. FUNDO SEMI AUTOMATICO. SEM IMPRESSAO. UTILIZADA PARA ARMAZENAGEM DE ITENS DIVERSOS. ***NR4*** DIMENSOES EXTERNAS/INTERNAS CONFORME DESENHO. CAIXA DE PAPELAO ONDULADO (PAPELAO) PARA USO NO SAC.,Embalagem
CAIXA PAPEL ONDULADO PLANA (PAPELAO) KRAFT. COR: PARDA. TIPO DE FECHAMENTO: MANUAL. FUNDO SEMI AUTOMATICO. SEM IMPRESSAO. UTILIZADA PARA ARMAZENAGEM DE ITENS DIVERSOS. ***NR5*** DIMENSOES EXTERNAS/INTERNAS CONFORME DESENHO. CAIXA DE PAPELAO ONDULADO (PAPELAO) PARA USO NO SAC.,Embalagem
"CAIXA PAPEL ONDULADO PLANA (PAPELAO) KRAFT. FECHAMENTO MANUAL TRANSPASSADO COM IMPRESSÃO NA COR PRETA E ADESIVO. PARA CHAVE DE TRANSFERÊNCIA AUTOMÁTICA (CTA) DO GERADOR S12000MG MONOFASICO 230V 60HZ DIMENSOES: A=210mm X L=410mm X C=460mm. PACKAGE FOR THE AUTOMATIC TRANSFER SWITCH (ATS) TO THE S12000MG SINGLE PHASE GENERATOR 230V 60HZ ""B"" WAVE DOUBLE LAYER FOLDING IN THE BOTTON AND IN THE COVER PRINTING IN BLACK WITH LABEL. DIMENSIONS: HEIGHT=210mm X WIDTH=410mm X LENGTH=460mm.",Embalagem
"CAIXA PAPEL ONDULADO PLANA (PAPELAO) KRAFT. FECHAMENTO MANUAL TRANSPASSADO COM IMPRESSÃO NA COR PRETA E ADESIVO. PARA CHAVE DE TRANSFERÊNCIA AUTOMÁTICA (CTA) DO GERADOR S13000TD TRIFASICO 220V 60HZ DIMENSOES: A=135mm X L=285mm X C=300mm. PACKAGE FOR THE AUTOMATIC TRANSFER SWITCH (ATS) TO THE S13000MG THREE PHASE GENERATOR 220V 60HZ ""B"" WAVE DOUBLE LAYER FOLDING IN THE BOTTON AND IN THE COVER PRINTING IN BLACK WITH LABEL. DIMENSIONS: HEIGHT=135mm X WIDTH=285mm X LENGTH=300mm.",Embalagem
"CAIXA PAPEL ONDULADO PLANA (PAPELAO) KRAFT. FECHAMENTO MANUAL TRANSPASSADO COM IMPRESSÃO NA COR PRETA E ADESIVO. PARA CHAVE DE TRANSFERÊNCIA AUTOMÁTICA (CTA) DO GERADOR S13000TD TRIFASICO 380V 60HZ DIMENSOES: A=135mm X L=285mm X C=300mm. PACKAGE FOR THE AUTOMATIC TRANSFER SWITCH (ATS) TO THE S13000MG THREE PHASE GENERATOR 380V 60HZ ""B"" WAVE DOUBLE LAYER FOLDING IN THE BOTTON AND IN THE COVER PRINTING IN BLACK WITH LABEL. DIMENSIONS: HEIGHT=135mm X WIDTH=285mm X LENGTH=300mm.",Embalagem
CAIXA PAPEL ONDULADO PLANA (PAPELAO) KRAFT (ONDA B+C). COR: PARDA. TIPO DE FECHAMENTO: MALETA. FUNDO SEMI AUTOMATICO. COM IMPRESSAO PARA PECAS ORIGINAIS SCHULZ. UTILIZADA PARA ARMAZENAGEM DE ITENS DIVERSOS. DIMENSOES EXTERNAS/INTERNAS CONFORME DESENHO. CAIXA DE PAPELAO ONDULADO (PAPELAO) PARA USO NO SAC.,Embalagem
CAIXA PAPEL ONDULADO PLANA (PAPELAO) SEMI-KRAFT. COR: PARDA. TIPO DE FECHAMENTO: MANUAL. FUNDO COM ABAS TRANSPASSADAS. ESPESSURA DA PAREDE: 06 MM EM PAPELAO ODSK. COM IMPRESSAO NA COR AZUL. UTILIZADA PARA ARMAZENAGEM DE ITENS DIVERSOS. ***NR6*** DIMENSOES EXTERNAS/INTERNAS CONFORME DESENHO. CAIXA DE PAPELAO ONDULADO (PAPELAO) PARA USO NO SAC.,Embalagem
CAIXA PAP. N. 100 P/ MOTOBOMBA 15a3cv CAIXA DE PAPELAO 2 CAPA CRAFT DIMENSIONAMENTO DA CX. 420X220X250MM,Embalagem
CAIXA PAP. N. 98 P/ MOTOBOMBA 1/4 CAIXA DE PAPELAO 1 CAPA CRAFT DIMENSIONAMENTO DA CX. 350X190X230MM,Embalagem
CALÇO DE PAPELÃO VINCADO DIM 445X150X80 mm ONDA BC GRAMATURA 6280 g/m² E COLUNA 90 +-12 UTILIZADO PARA EXPORTAÇÃO DOS ITENS 208.247/248,Embalagem
CALÇO EM PAPELÃO UTILIZADO NOS TAMBORES DE FREIO 208.260-261 - 1170 X 150 X 80 mm,Embalagem
CALÇO EM PAPELÃO UTILIZADO NOS TAMBORES DE FREIO 208.260-261 - 1440 X 200 X 80 mm CALÇO EM PAPELÃO UTILIZADO NOS TAMBORES DE FREIO 208.260-261 - 1440 X 200 X 80 mm,Embalagem
CALCO VINCADO ESPECIAL EM PAPELAO ONDULADO - VOLVO SUECIA DIM(CxLxA): 1170mm X 75mm x 75mm CALCO VINC PAP OND - VOLVO SUECIA - 1170x75x75,Embalagem
CARTONAGEM DE PAPEL DOBRAVEL IMPRESSO EM QUATRO CORES E PLASTIFICADO EM UMA DAS FACES NAO ONDULADO PARA EMBALAGEM DE MERCADORIA COM DIMENSOES 276X90MM. DENOMINADO COMERCIALMENTE CINTA DE PAPEL PARA EMBALAGEM DA PARAFUSADEIRA E FURADEIRA A BATERIA 96V. CINTA DE PAPELÃO PLASTIFICADO. IMPRESSÃO: QUATRO CORES MEDIDAS EXTERNAS: C=276 X L=90 X A=276mm UTILIZADO NO PRODUTO: 929.0202-0 E 929.0203-0,Embalagem
CHAPA DE PAPELAO ONDA DUPLA NAS MEDIDAS DE 175 X 175 mm,Embalagem
CINTA DE PAPELÃO PARA 5º RODA 307.17 Gramatura (g/m2) variação (+/-10%) Coluna (Kgf/cm) variação (+/-05%) Espess. Média Mm variação (+/-05%) Cobb Max. Inter./Exter. Mm,Embalagem
CINTA DE PAPELÃO P/ KIT FERR. MANUAIS HOBBY DE 104PC,Embalagem
CINTA DE PAPELÃO P/ KIT FERR. MANUAIS HOBBY DE 14PC,Embalagem
CINTA DE PAPELÃO P/ KIT FERR. MANUAIS HOBBY DE 18PC,Embalagem
CINTA DE PAPELÃO P/ KIT FERR. MANUAIS HOBBY DE 23PC,Embalagem
CINTA DE PAPELÃO P/ KIT FERR. MANUAIS HOBBY DE 24PC,Embalagem
CINTA DE PAPELÃO P/ KIT FERR. MANUAIS HOBBY DE 36PC,Embalagem
CINTA DE PAPELÃO P/ KIT FERR. MANUAIS HOBBY DE 52PC,Embalagem
CINTA DE PAPELÃO P/ KIT FERR. MANUAIS HOBBY DE 53PC,Embalagem
CINTA DE PAPEL CARTAO DUPLEX COM IMPRESSAO 4 CORES COM MEDIDAS EXTERNAS DE C=220 X L=130 X 50 mm PARA FERRAMENTA SFR 22. CINTA PAPEL 220X130X 50mm - SFR 22 926.0014-0,Embalagem
CINTA DE PAPEL CARTAO DUPLEX COM IMPRESSAO 4 CORES COM MEDIDAS EXTERNAS DE C=280 X L= 60 X 40 mm PARA FERRAMENTA SFC 80. CINTA PAPEL 280X 60X 40mm - SFC 80 926.0012-0,Embalagem
CINTA DE PAPEL CARTAO DUPLEX COM IMPRESSAO EM 4 CORES COM MEDIDAS DE A=143 x L=167 x C=235mm PARA PISTOLA DE PINTURA MODELO SCHULZ: SPP AP01. CINTA PAP 143X167x235mm P/ PIST. DE PINT. MOD. SCHULZ SPP AP01,Embalagem
CINTA DE PAPEL CARTAO DUPLEX COM IMPRESSAO EM 4 CORES COM MEDIDAS EXTERNAS DE C=220 X L=200 X A= 65 mm PARA FERRAMENTA SFI420. CINTA PAPEL CARTAO 220X200X 65mm - SFI420 926.0002-0,Embalagem
CONJUNTO DE EMBALAGEM - 29.01 / 28.08 / 28.23 - BASE E GRADE EM MADEIRA E DIVISORIAS EM PAPELAO ONDULADO - BASE E GRADE: 1140 x 1180 - DIVISORIAS: 1160 x 1200 CONJUNTO DE EMBALAGEM - 29.01 / 28.08 / 28.23,Embalagem
CONJUNTO DE JUNTAS DE PAPELAO HIDRAULICO PARA VEDACAO DE OLEO NO CABECOTE DO MOTOR DE IGNICAO POR CENTELHA (COMBUSTAO) COM 02 PECAS. FABRICANTE LUTIAN. VEDACAO CABECOTE COMPOSTO POR: 01 PC - JUNTA TAMPA DO CABECOTE PAPELAO HIDRAULICO - COD. 01.01.10.007.006 01 PC - JUNTA DO CABECOTE EM PAPELAO HIDRAULICO - COD. 01.01.10.005.006 CYLINDER GASKET SET WITH: 01 PC - HEAD COVER GASKET - COD. 01.01.10.007.006 01 PC - CYLINDER HEAD GASKET - COD. 01.01.10.005.006 APLICACAO: MOTOR A GASOLINA - MGS8 - 038.0202-0 FABRICANTE: LUTIAN,Embalagem
CONJUNTO DE JUNTAS DE VEDACAO EM PAPELAO HIDRAULICO TEADIT 1052 - SEM AMIANTO COM FIBRA ARAMIDA E BORRACHA NBR COM 06 UNIDADES PARA VEDACAO AR/OLEO NO COMPRESSOR DE AR W60MAX ------------------------------------- REVISAO SCHULZ ABRIL 2016 --------------------------- JOGO DE JUNTAS (MSW-60MAX)NAO AMIANTO NO MATERIAL NA1052(TEADIT) COM DIMENSOES CONFORME DESENHOS *023.0263-0 (1PC) 023.0264-0 (1PC) 023.0306-0 (2PC) 023.0309-0 (2PC)* JUNTA KIT NAO AMIANTO,Embalagem
'CONJUNTO DE JUNTAS DE VEDACAO EM PAPELAO HIDRAULICO TEADIT 1052 - SEM AMIANTO COM FIBRA ARAMIDA E BORRACHA NBR COM 10 UNIDADES PARA VEDACAO AR/OLEO NO COMPRESSOR DE AR MSWV-80MAX ---------------------------------------------- REVISAO SCHULZ FEV/MAR 2015 ------------------------------- JOGO DE JUNTAS (MSWV-80MAX)NAO AMIANTO NO MATERIAL NA1052 (TEADIT) C/ DIMENSOES CONF. DESENHOS * 023.0263-0(1PC),Embalagem
CONJUNTO DE JUNTAS DE VEDACAO EM PAPELAO HIDRAULICO TEADIT 1052 - SEM AMIANTO COM FIBRA ARAMIDA E BORRACHA NBR COM 4 UNIDADES PARA VEDACAO AR/OLEO NO COMPRESSOR DE AR MSV-30/40MAX ---------------------------------------------- REVISAO SCHULZ FEV/MAR 2015 ------------------------------- JOGO JUNTA DO CABECOTE MSV 30/40MAX NAO AMIANTO NO MATERIAL NA1052 (TEADIT) COM DIMENSOES CONFORME DESENHOS * 023.0306-0 (1PC) 023.0307-0 (1PC) 023.0308-0 (1PC) 023.0309-0 (1PC).* JUNTA SUPERIOR NAO AMIANTO.,Embalagem
CONJUNTO DE JUNTAS DE VEDACAO EM PAPELAO HIDRAULICO TEADIT 1052 - SEM AMIANTO COM FIBRA ARAMIDA E BORRACHA NBR COM 6 UNIDADES PARA VEDACAO AR/OLEO NO COMPRESSOR CW40/60 . EMBALADOS EM CARTELA DE PAPELAO JUNTA SUPERIOR (KIT) PARA O COMPRESSOR DE AR CSW 40 - CSW 60 ODONTO,Embalagem
CONJUNTO DE SACOS COLETORES DE PO EM PAPEL FILTRANTE SENDO TRES PECAS COMPRIMENTO 160 MM E LARGURA 310MM UTILIZADO EM ASPIRADOR DE PO 1400W INCLUDE: 01 PC - COD REF. 64 - PAPER DUST BAG. (FOR USE IN VACUUM CLEANER 1400W) PACKED IN A POLY BAG WITH A LABEL INFORMING SCHULZ CODE ---------------------------------------------- REVISAO SCHULZ MAR/ABR 2014 -------------------------------------------- FILTRO PAPEL - ASPIRADOR ELEKTRO 1400 W - KIT COM 3 PEÇAS CODIGO DE BARRAS: 789689344064-0,Embalagem
'CONJUNTO JUNTA DE VEDACAO COM 3 PEÇAS EM PAPELAO HIDRAULICO TEADIT 1041 - SEM AMIANTO CONTENDO FIBRAS DE CELULOSE E CARGAS REFORCANTES LIGADAS COM BORRACHA NBR. PARA VEDACAO AR/OLEO NOS COMPRESSORES DE AR 20AP. EMBALADOS EM CARTELA DE PAPELAO ----------------------------------------------------------- REVISAO SCHULZ MAR/ABR 2015 ------------------------------------------------------------------------- KIT DE JUNTAS DO CARTER (MSW-40FORT,Embalagem
CONJUNTO JUNTA DE VEDACAO COM 5 PEÇAS EM PAPELAO HIDRAULICO TEADIT 1041 - SEM AMIANTO CONTENDO FIBRAS DE CELULOSE E CARGAS REFORCANTES LIGADAS COM BORRACHA NBR. PARA VEDACAO AR/OLEO NOS COMPRESSORES DE AR 20AP. EMBALADOS EM CARTELA DE PAPELAO ----------------------------------------------------------- REVISAO SCHULZ MAR/ABR 2015 ------------------------------------------------------------------------- JOGO JUNTA CARTER 20 APE NAO AMIANTO NO MATERIAL NA1041 (TEADIT) COM DIMENSOES CONFORME DESENHOS 023.0096-6(2PC) 023.0097-4(1PC) 023.0098-2(2PC). JUNTA CARTER NAO AMIANTO,Embalagem
