frase_quantidade
"LUVA, Quantidade: 9"
"CAIXA DE PAPELAO EM CARTAO DUPLEX 300GR/M2 E PAPELAO KRAFT ONDA B PLASTIFICADO IMPRESSAO EM QUATRO CORES COM MEDIDAS EXTERNAS DE C= 375 mm X L= 195 mm X A=245 mm PARA MOTO ESMERIL MOTOPLUS (CHINA)CODIGO 911.0234-0/L, Quantidade: 2"
"CAIXA DE PAPELÃO EM CARTAO DUPLEX 300GR/M2 E PAPELAO KRAFT ONDA B. ENVERNIZADA OU PLASTIFICADA. IMPRESSÃO: QUATRO CORES MEDIDAS EXTERNAS: C:480 X L:185 X A:250MM CARDBOARD BOX PRINTING IN FOUR COLOURS WITH MEASURES OF EXTERNAL C = 480 X L = 185 X 250 mm. UTILIZADO NO PRODUTO: 920.1115-0/E, Quantidade: 2"
"CAIXA DE PAPELÃO EM BADE DE MADEIRA E GRADE, Quantidade: 2"
"CAIXA DE PAPELAO DESTINADA A SERVIR DE EMBALAGEM PARA OLEO WAYNOIL WAYNE 1 LITRO PARDA COM MEDIDAS EXTERNAS DE C= 326 mm X L= 503 mm X A= 231 mm MATERIAL: PAPELAO ONDA B FECHAMENTO: LATERAL COM COLA. COM IMPRESSÃO DE LOGOMARCA E INFORMAÇÕES SOBRE O PRODUTO. IMPRESSAO: MONOCROMATICO UTILIZADO NO PRODUTO CODIGO: 16001001 - 24 ITENS POR CAIXA, Quantidade: 2"
"CAIXA DE PAPELAO DESTINADA A SERVIR DE EMBALAGEM PARA OLEO MS LUB SCHULZ 4 LITROS PARDA COM MEDIDAS EXTERNAS DE C= 335 mm X L= 410 mm X A= 299 mm MATERIAL: PAPELAO ONDA C FECHAMENTO: SUPERIOR COM COLA. COM IMPRESSÃO DE LOGOMARCA E INFORMAÇÕES SOBRE O PRODUTO. IMPRESSAO: MONOCROMATICO UTILIZADO NO PRODUTO CODIGO: 101.0264-0 - 6 ITENS POR CAIXA, Quantidade: 2"
"CAIXA DE PAPELAO DESTINADA A SERVIR DE EMBALAGEM PARA OLEO MS LUB SCHULZ 4 LITROS PARDA COM MEDIDAS EXTERNAS DE C= 335 mm X L= 410 mm X A= 299 mm MATERIAL: PAPELAO ONDA C FECHAMENTO: SUPERIOR COM COLA. COM IMPRESSÃO DE LOGOMARCA E INFORMAÇÕES SOBRE O PRODUTO. IMPRESSAO: MONOCROMATICO UTILIZADO NO PRODUTO CODIGO: 010.0017-0 - 6 ITENS POR CAIXA, Quantidade: 2"
"CAIXA DE PAPELAO ONDULADO PARA O BLOCO DO COMPRESSOR DE AR MSL-10MAX COM VOLANTE DE 300 mm OD2K-ES C/ IMPRESSAO DIMENSOES INTERNAS C=320mm X L=310mm X A=390mm ESTILO MTT-OC CONFORME FICHA DE IMPRESSAO CAIXA PAPELAO MSL-10MAX VOL300, Quantidade: 2"
"CAIXA DE PAPELAO ONDULADO PARA O BLOCO DO MOTOCOMPRESSOR BSA 78 OSKK SEM IMPRESSAO DIMENSOES INTERNAS C=362mm X L=205mm X A=280mm ESTILO MSOC CAIXA PAPELAO BLOCO BSA 78, Quantidade: 2"
"'CAIXA DE PAPELAO ONDULADO p/ SRS20ao90pcm ""Compact"" c/ IMPRESSAO, Quantidade: 2"
"CAIXA DE PAPELAO PARA BMSI 403 - 48 ESTÁGIOS - PARDA COM MEDIDAS EXTERNAS DE C= 130 mm X L= 100 mm X A= 1784 mm MATERIAL: KRAFT KRAFT 40.5 GR/M2 E PAPELAO ONDA BC FECHAMENTO: INFERIOR E SUPERIOR COM ABAS TRANSPASSADA PARTE INFERIOR GRAMPEADO E INFERIOR COM FITA TRANSPARENTE. IMPRESSAO: MONOGROMÁTICO UTILIZADO NOS PRODUTOS CODIGO BMSI403 - 16007105/16007113, Quantidade: 2"
"CAIXA DE PAPELAO PARA COMPRESSOR CSA82/25 LITROS NAS MEDIDAS INTERNAS DE C=610mm L= 250mm X A=585mm EM PAPELAO ONDA DUPLA PARDO KRAFT/KRAFT COM FECHAMENTO INFERIOR E SUPERIOR TIPO MALETA SIMPLES COM LATERAL COLADA COM COLA INSTANTANEA EM AMBOS FECHAMENTOS COM IMPRESSAO AIRPLUS. CAIXA PAPELAO P/ CSA-82/25L. AIRPLUS., Quantidade: 2"
"CAIXA DE PAPELAO PARA COMPRESSOR CSA-79/25L AIRPLUS - COLORIDA COM MEDIDAS EXTERNAS DE C= 610 mm X L= 250 mm X A= 580 mm MATERIAL: CARTAO DUPLEX DE 250GR/M2 E PAPELAO ONDA BC FECHAMENTO: INFERIOR E SUPERIOR COM ABAS TRANSPASSADA PARTE INFERIOR GRAMPEADO E INFERIOR COM FITA TRANSPARENTE. OBS: COM DOIS PEGA-MAO NAS TESTEIRA IMPRESSAO: EM QUATRO CORES + PLASTIFICADO UTILIZADO NOS PRODUTOS CODIGO 915.0347-0 E 915.0348-0, Quantidade: 2"
"CAIXA DE PAPELAO PARA COMPRESSOR CSA-79/25L AIRPLUS - COLORIDA COM MEDIDAS EXTERNAS DE C= 610 mm X L= 250 mm X A= 580 mm MATERIAL: CARTAO DUPLEX DE 250GR/M2 E PAPELAO ONDA BC FECHAMENTO: INFERIOR E SUPERIOR COM ABAS TRANSPASSADA PARTE INFERIOR GRAMPEADO E INFERIOR COM FITA TRANSPARENTE. OBS: COM DOIS PEGA-MAO NAS TESTEIRA IMPRESSAO: EM QUATRO CORES + PLASTIFICADO UTILIZADO NOS PRODUTOS CODIGO 915.0345-0 915.0346-0, Quantidade: 2"
"CAIXA DE PAPELAO PARA CHAVE DE IMPACTO MOD SFI420 EM DUPLEX 220 A 250GR/M2 E CARTAO MICROONDULADO SEM IMPRESSAO COM MEDIDAS EXTERNAS DE C= 216 mm X L= 194 mm X A= 64mm, Quantidade: 2"
"CAIXA DE PAPELAO PARA BMSI 405 - 35 ESTÁGIOS - PARDA COM MEDIDAS EXTERNAS DE C= 130 mm X L= 100 mm X A= 1706 mm MATERIAL: KRAFT KRAFT 40.5 GR/M2 E PAPELAO ONDA BC FECHAMENTO: INFERIOR E SUPERIOR COM ABAS TRANSPASSADA PARTE INFERIOR GRAMPEADO E INFERIOR COM FITA TRANSPARENTE. IMPRESSAO: MONOGROMÁTICO UTILIZADO NOS PRODUTOS CODIGO BMSI405 - 16007219-16007220, Quantidade: 2"
"CAIXA DE PAPELAO PARA BMSI 405 - 28 ESTÁGIOS - PARDA COM MEDIDAS EXTERNAS DE C= 130 mm X L= 100 mm X A= 1448 mm MATERIAL: KRAFT KRAFT 40.5 GR/M2 E PAPELAO ONDA BC FECHAMENTO: INFERIOR E SUPERIOR COM ABAS TRANSPASSADA PARTE INFERIOR GRAMPEADO E INFERIOR COM FITA TRANSPARENTE. IMPRESSAO: MONOGROMÁTICO UTILIZADO NOS PRODUTOS CODIGO BMSI405 - 16007217/16007218, Quantidade: 2"
"CAIXA DE PAPELAO PARA BMSI 403 - 38 ESTÁGIOS - PARDA COM MEDIDAS EXTERNAS DE C= 130 mm X L= 100 mm X A= 1646 mm MATERIAL: KRAFT KRAFT 40.5 GR/M2 E PAPELAO ONDA BC FECHAMENTO: INFERIOR E SUPERIOR COM ABAS TRANSPASSADA PARTE INFERIOR GRAMPEADO E INFERIOR COM FITA TRANSPARENTE. IMPRESSAO: MONOGROMÁTICO UTILIZADO NOS PRODUTOS CODIGO BMSI403 - 16007115/16007114, Quantidade: 2"
"CAIXA DE PAPELAO PAINEL BMS, Quantidade: 2"
"CAIXA DE PAPELAO PARA BMSI 403 - 23 ESTÁGIOS - PARDA COM MEDIDAS EXTERNAS DE C= 130 mm X L= 100 mm X A= 1240 mm MATERIAL: KRAFT KRAFT 40.5 GR/M2 E PAPELAO ONDA BC FECHAMENTO: INFERIOR E SUPERIOR COM ABAS TRANSPASSADA PARTE INFERIOR GRAMPEADO E INFERIOR COM FITA TRANSPARENTE. IMPRESSAO: MONOGROMÁTICO UTILIZADO NOS PRODUTOS CODIGO BMSI403 - 160070101/16007102/16007110/16007111, Quantidade: 2"
"CAIXA DE PAPELAO PARA BMSI 403 - 18 ESTÁGIOS - PARDA COM MEDIDAS EXTERNAS DE C= 130 mm X L= 100 mm X A= 1140 mm MATERIAL: KRAFT KRAFT 40.5 GR/M2 E PAPELAO ONDA BC FECHAMENTO: INFERIOR E SUPERIOR COM ABAS TRANSPASSADA PARTE INFERIOR GRAMPEADO E INFERIOR COM FITA TRANSPARENTE. IMPRESSAO: MONOGROMÁTICO UTILIZADO NOS PRODUTOS CODIGO BMSI403 - 16007099/16007100/16007108/16007109, Quantidade: 2"
"CAIXA DE PAPELAO PARA BMSI 402 - 34 ESTÁGIOS - PARDA COM MEDIDAS EXTERNAS DE C= 130 mm X L= 100 mm X A= 1420 mm MATERIAL: KRAFT KRAFT 40.5 GR/M2 E PAPELAO ONDA BC FECHAMENTO: INFERIOR E SUPERIOR COM ABAS TRANSPASSADA PARTE INFERIOR GRAMPEADO E INFERIOR COM FITA TRANSPARENTE. IMPRESSAO: MONOGROMÁTICO UTILIZADO NOS PRODUTOS CODIGO BMSI402 - 16007097/16007098, Quantidade: 2"
"CAIXA DE PAPELAO PARA BMSI 402 - 27 ESTÁGIOS - PARDA COM MEDIDAS EXTERNAS DE C= 130 mm X L= 100 mm X A= 1320 mm MATERIAL: KRAFT KRAFT 40.5 GR/M2 E PAPELAO ONDA BC FECHAMENTO: INFERIOR E SUPERIOR COM ABAS TRANSPASSADA PARTE INFERIOR GRAMPEADO E INFERIOR COM FITA TRANSPARENTE. IMPRESSAO: MONOGROMÁTICO UTILIZADO NOS PRODUTOS CODIGO BMSI402 - 16007091/16007092/16007093/16007094, Quantidade: 2"
"CAIXA DE PAPELAO PARA ASPIRADOR DE PO PORTÁTIL ELEKTRO 1400 W TENSAO DE 127V E 220V MEDIDAS INTERNAS DE C=520mm X L= 325mm X A=330mm MATERIAL: CARTAO DUPLEX DE 250 A 300GR/M2 E PAPELAO ONDA BC FECHAMENTO: INFERIOR E SUPERIOR TIPO MALETA SIMPLES COM FITA TRANSPARENTE. IMPRESSAO: EM QUATRO CORES + PLASTIFICADO UTILIZADO NOS PRODUTOS 925.0045-0 - 925.0044-0, Quantidade: 2"
"CAIXA DE PAPELAO PARA ASPIRADOR DE PO PORTÁTIL ELEKTRO 1000 W COMPACT TENSAO DE 127V E 220V MEDIDAS INTERNAS DE C=285mm X L= 270mm X A=630mm MATERIAL: CARTAO DUPLEX DE 250 A 300GR/M2 E PAPELAO ONDA BC FECHAMENTO: INFERIOR E SUPERIOR TIPO MALETA SIMPLES COM FITA TRANSPARENTE. IMPRESSAO: EM QUATRO CORES + PLASTIFICADO, Quantidade: 2"
"CAIXA DE PAPELAO DESTINADA A SERVIR DE EMBALAGEM PARA OLEO MOTOR OIL SCHULZ 1 LITRO PARDA COM MEDIDAS EXTERNAS DE C= 326 mm X L= 503 mm X A= 231 mm MATERIAL: PAPELAO ONDA B FECHAMENTO: LATERAL COM COLA. COM IMPRESSAO DE LOGOMARCA E INFORMAÇÕES SOBRE O PRODUTO. IMPRESSAO: MONOCROMATICO UTILIZADO NO PRODUTO CODIGO: 010.0021-0 - 24 ITENS POR CAIXA, Quantidade: 2"
"CAIXA DE PAPELAO DESTINADA A SERVIR DE EMBALAGEM PARA OLEO HIDRO OIL SOMAR BY SCHULZ 1 LITRO PARDA COM MEDIDAS EXTERNAS DE C= 326 mm X L= 503 mm X A= 231 mm MATERIAL: PAPELAO ONDA B FECHAMENTO: LATERAL COM COLA. COM IMPRESSAO DE LOGOMARCA E INFORMAÇÕES SOBRE O PRODUTO. IMPRESSAO: MONOCROMATICO UTILIZADO NO PRODUTO CODIGO: 010.0026-0 - 24 ITENS POR CAIXA, Quantidade: 2"
"CAIXA DE PAPELAO COM MEDIDAS INTERNAS DE C= 605 mm X L= 250 mm X A= 550 mm MALETA SIMPLES GRAMPEADA (MS/GR) CONFECCIONADA EM PAPELAO DUPLO KRAFT/KRAFT COM CAPA EXTERNA BRANCO (KKBC/BR) COM IMPRESSAO EM PRETO COM DOIS PEGA-MAO NAS TESTEIRA PARA CSA-85/25L AIRPLUS CODIGO 915.0306-0 e 915.0307-0. CAIXA DE PAPELAO CSA-85/25L AIRPLUS, Quantidade: 2"
"204.0625-0-CAIXA DE PAPELÃO MICRONDULADO PLASTIFICADO. IMPRESSÃO: QUATRO CORES MEDIDAS EXTERNAS: C=1350 X L=610 X A=115mm UTILIZADO NO PRODUTO: 920.1280-0 ***CÓDIGO DE BARRAS 789689345733-4*** DESCRIPTION: PLASTICIZED CARDBOARD BOX. PRINTING: FOUR COLOR + PLASTICIZED CARDBOARD EXTERNAL MEASURES: L=1350 X W=610 X H=115mm CODE USED IN PRODUCT: 920.1280-0 ***BAR CODE PRODUCT 789689345733-4***, Quantidade: 2"
"204.0789-0-CAIXA DE PAPELAO PARA MOTOESMERIL SCHULZ 8 POLEGADAS PARDA COM MEDIDAS EXTERNAS DE C= 510 mm X L= 360 mm X A= 350 mm MATERIAL: KRAFT KRAFT DUPLEX E PAPELAO ONDA B FECHAMENTO: SUPERIOR E INFERIOR COM ABAS TRANSPASSADA. IMPRESSAO: MONOCROMATICO UTILIZADO NOS PRODUTOS CODIGOS: 10011015 E 10011016 - MOTOESMERIL 8"" - 127-220V BOX BLACK AND WHITE EXTERNAL SIZE C= 510 mm X L= 360 mm X A= 350 mm MATERIAL: KRAFT KRAFT 40.5 GR/M2 AND PAPEL TYPE WAVE BC PRINTING: BLACK, Quantidade: 2"
"204.0786-0-CAIXA DE CARTAO ONDULADO DUPLEX DE 250GR/M2 E PAPELAO ONDULADO TIPO ""BC"" CAPACIDADE 22 LITROS DIMENSOES: 590 MM 565 MM 260 MM COLORIDA FECHAMENTO: INFERIOR E SUPERIOR COM ABAS PARTE LATERAL GRAMPEADA E SUPERIOR E INFERIOR COM FITA TRANSPARENTE. PARA ACONDICIONAMENTO DO COMPRESSOR DE MSI 76 22 L 14CV IMPRESSAO: EM QUATRO CORES + PLASTIFICADO UTILIZADO NOS PRODUTOS CODIGO 9150383-0 E 915.0384-0 DESCRIPTION: CARDBOARD BOX FOR COMPRESSOR MSI-76/22L AIRPLUS - COLORED EXTERNAL MEASURES LENGTH= 565mm WIDTH= 260mm HEIGHT= 590mm MATERIAL: CARD DUPLEX 250GR/M2. CORRUGATED CARDBOARD BC CLOSING: UPPER AND LOWER WITH FLAPS BOTTOM-STAPLED AND TRANSPARENT TAPE. PRINTING: FOUR COLOR + PLASTICIZED CARDBOARD USED IN THE PRODUCTS PART NUMBER: 9150383-0 E 915.0384-0, Quantidade: 2"
"204.0775-0-CAIXA DE CARTAO ONDULADO DUPLEX DE 250GR/M2 E PAPELAO ONDULADO TIPO ""BC"" CAPACIDADE 25 LITROS DIMENSOES: 590 MM 565 MM 260 MM COLORIDA FECHAMENTO: INFERIOR E SUPERIOR COM ABAS PARTE LATERAL GRAMPEADA E SUPERIOR E INFERIOR COM FITA TRANSPARENTE. IMPRESSAO: EM QUATRO CORES + PLASTIFICADO UTILIZADO NOS PRODUTOS CODIGO 915.0381-0 915.0382-0 DESCRIPTION: CARDBOARD BOX FOR COMPRESSOR MSI-8 5/25L AIRPLUS - COLORED EXTERNAL MEASURES LENGTH= 565mm WIDTH= 260mm HEIGHT= 590mm MATERIAL: CARD DUPLEX 250GR/M2. CORRUGATED CARDBOARD BC CLOSING: UPPER AND LOWER WITH FLAPS BOTTOM-STAPLED AND TRANSPARENT TAPE. PRINTING: FOUR COLOR + PLASTICIZED CARDBOARD USED IN THE PRODUCTS PART NUMBER: 915.0381-0 915.0382-0, Quantidade: 2"
"204.0773-0-CAIXA PAPELAO MICRO ONDULADO PLASTIFICADO TIPO DE FECHAMENTO MANUAL COM IMPRESSAO COLORIDA MEDIDAS EXTERNAS: C:456 X L:350 X A:220MM UTILIZADA PARA EMBALAR FURADEIRA BANCADA FSB16 SOMAR MM4P60HZ127V1/2CV-NR12. UTILIZADO NO PRODUTO: 18001022 E 18001023 CARDBOARD BOX: CORRUGATED MICRO CARDBOARD PRINTING IN FOUR COLOURS WITH MEASURES OF EXTERNAL L:456 X W:350 X H:220MM USED IN PRODUCT: 18001022 AND 18001023, Quantidade: 2"
"204.0770-0-CAIXA PAPELAO MICRO ONDULADO PLASTIFICADO TIPO DE FECHAMENTO MANUAL COM IMPRESSAO COLORIDA MEDIDAS EXTERNAS: C:456 X L:350 X A:220MM UTILIZADA PARA EMBALAR FURADEIRA BANCADA FSB13P-PRATIKA MM4P60HZ127V1/3CV-NR12. UTILIZADO NO PRODUTO: 912.0410-0 E 912.0411-0 CARDBOARD BOX: CORRUGATED MICRO CARDBOARD PRINTING IN FOUR COLOURS WITH MEASURES OF EXTERNAL L:456 X W:350 X H:220MM USED IN PRODUCT: 912.0410-0 AND 912.0411-0, Quantidade: 2"
"204.0715-0-CAIXA DE PAPELÃO MICRONDULADO PLASTIFICADO. IMPRESSÃO: QUATRO CORES MEDIDAS EXTERNAS: C=680 X L=630 X A=420mm UTILIZADO NOS PRODUTOS: 10012120 E 10012121 SERRA MEIA ESQUADRIA E BANCADA 10"" 2000W ***CÓDIGOS DE BARRA 789689346591-9 E 789689346592-6*** DESCRIPTION: PLASTICIZED CARDBOARD BOX. PRINTING: FOUR COLOR + PLASTICIZED CARDBOARD EXTERNAL MEASURES: C=680 X L=630 X A=420mm CODE USED IN PRODUCTS: 10012120 AND 10012121 MITRE SAW & TABLE SAW MULTI-FUNCTION - MODEL J1X-KZ7-255 ***BAR CODES PRODUCTS 789689346591-9 E 789689346592-6***, Quantidade: 2"
"204.0601-0-CAIXA DE PAPELÃO MICRONDULADO PLASTIFICADO. IMPRESSÃO: QUATRO CORES MEDIDAS EXTERNAS: C=310 X L=260 X A=540mm UTILIZADO NOS PRODUTOS: 928.0013-0 E 928.0014-0 HIDROLAVADORA 1450W ***CÓDIGO DE BARRAS 789689345010-6 E 789689345011-3*** DESCRIPTION: PLASTICIZED CARDBOARD BOX. PRINTING: FOUR COLOR + PLASTICIZED CARDBOARD EXTERNAL MEASURES: C=310 X L=260 X A=540mm CODE USED IN PRODUCTS: 928.0013-0 AND 928.0014-0 PRESSURE WASHER 1450W ***BAR CODE PRODUCT 789689345010-6 AND 789689345011-3***, Quantidade: 2"
"204.0839-0-CAIXA DE PAPELAO PARA TORNO DE BANCADA JOHN DEERE MODELO CQMBV-8 EMBALAGEM DE PAPELAO PARDO ONDULADO KKBC (CAPA EXTERNA KRAFT CAPA INTERNA KRAFT ONDA DUPLA BC) GRAMATURA MINIMA 605g/m² E COLUNA MINIMA 8kgf/cm COM ABAS TRANSPASSADAS NO FUNDO E NA TAMPA FECHAMENTO COM COLA E COM IMPRESSAO NA COR PRETA. DIMENSOES INTERNAS: A=190mm X L=205mm X C=505mm. UTILIZADA PARA EMBALAR TORNO DE BANCADA NUMERO 8 PARA JOHN DEERE UTILIZADO NO PRODUTO: CQMBV-8, Quantidade: 2"
"204.0600-0-CAIXA DE PAPELAO PARA COMPRESSOR CSA83/25 LITROS NAS MEDIDAS INTERNAS DE C=600mm X L= 350mm X A=610mm EM PAPELAO ONDA DUPLA PARDO KRAFT/KRAFT COM FECHAMENTO INFERIOR E SUPERIOR TIPO MALETA SIMPLES COM LATERAL COLADA COM COLA INSTANTANEA EM AMBOS FECHAMENTOS COM IMPRESSAO AIR PLUS. CAIXA PAPELAO P/ CSA-83/25L. AIR PLUS. DESCRIPTION: CARDBOARD BOX FOR COMPRESSOR MSA-8 5/25L AIRPLUS - COLORED EXTERNAL MEASURES C = 600 MM X L = 350 MM X H= 610 MM. CARDBOARD WAVE DOUBLE BROWN KRAFT / KRAFT. CLOSING: UPPER AND LOWER SIMPLE TYPE SUITCASE WITH PASTED SIDE INSTANT GLUE ON BOTH CLOSING AIR PLUS PRINTING. CARDBOARD BOX FOR CSA-83/25L. AIR PLUS., Quantidade: 2"
"204.0577-0-CAIXA DE PAPELÃO MICROONDULADO PLASTIFICADO IMPRESSÃO: QUATRO CORES MEDIDAS EXTERNAS: C:456 X L:219 X A:350MM UTILIZADO NO PRODUTO: 912.0404-0 E 912.0405-0 CARDBOARD BOX: CORRUGATED MICRO CARDBOARD PRINTING: FOUR COLORS EXTERNAL MEASURES: C:456 X L:219 X A:350MM USED IN PRODUCT: 912.0404-0 AND 912.0405-0, Quantidade: 2"
"204.0566-0-CAIXA DE PAPELAO PARA MS23 ""AIR PLUS SILVER"" MM 1/3CV 4P60Hz 110/220V - NOVA VERSAO. MEDIDAS INTERNAS DE C=480mm X L=185mm X A=250mm. MATERIAL: CARTAO DUPLEX DE 250 A 300GR/M2 E PAPELAO ONDA BC. FECHAMENTO: INFERIOR E SUPERIOR TIPO MALETA SIMPLES COM FITA TRANSPARENTE. IMPRESSAO: EM QUATRO CORES + PLASTIFICADO. OBS: QUANDO O FORNECIMENTO DESTA EMBALAGEM FOR NACIONAL E NECESSARIO QUE SEJA ENCAMINHADA JUNTO COM CADA CAIXA DE PAPELAO UMA CINTA DE REFORCO INTERNO (PAPELAO ONDA B MEDIDAS C=1014mm X L=242mm s/ IMPRESSAO). UTILIZADO NO PRODUTO 920.1160-0 DESCRIPTION: CARDBOARD BOX FOR MS23 ""AIR PLUS SILVER"" MM 1/3CV 4P60Hz 110/220V - NEW VERSION EXTERNAL MEASURES L=480mm X W=185mm X H=250mm. MATERIAL: CARD DUPLEX 250-300GR/M2. CORRUGATED CARDBOARD BC. CLOSING: UPPER AND LOWER WITH TRANSPARENT TAPE. PRINTING: FOUR COLOR + PLASTICIZED CARDBOARD. CODE USED IN PRODUCT: 920.1160-0., Quantidade: 2"
"204.0565-0-CAIXA DOBRAVEL DE PAPEL PARA FURADEIRA DE BANCADA 16MM 1/2CV 127/220V 60/50HZ MEDIDAS INTERNAS DE C=570mm X L= 380mm X A=240mm MATERIAL: CARTAO DUPLEX DE 250 A 300GR/M2 E PAPELAO ONDA BC FECHAMENTO: INFERIOR E SUPERIOR TIPO MALETA SIMPLES COM FITA TRANSPARENTE. IMPRESSAO: EM QUATRO CORES + PLASTIFICADO UTILIZADO NOS PRODUTOS 18001016 / 18001017 / 18001018 DESCRIPTION: CARDBOARD BOX FOR 16 DRILL PRESS 1/2CV 127/220V 60/50HZ. EXTERNAL MEASURES C=570mm X L= 380mm X A=240mm. MATERIAL: CARD DUPLEX 250-300GR/M2. CORRUGATED CARDBOARD BC. CLOSING: UPPER AND LOWER WITH TRANSPARENT TAPE. PRINTING: FOUR COLOR + PLASTICIZED CARDBOARD. CODE USED IN PRODUCTS: 18001016 / 18001017 / 18001018., Quantidade: 2"
"204.0564-0-CAIXA DE PAPELAO PARA FURADEIRA DE BANCADA 13MM 1/3CV 127/220V 60/50HZ MEDIDAS INTERNAS DE C=455mm X L= 335mm X A=230mm MATERIAL: CARTAO DUPLEX DE 250 A 300GR/M2 E PAPELAO ONDA BC FECHAMENTO: INFERIOR E SUPERIOR TIPO MALETA SIMPLES COM FITA TRANSPARENTE. IMPRESSAO: EM QUATRO CORES + PLASTIFICADO UTILIZADO NOS PRODUTOS 18001006 / 18001007 / 18001008 DESCRIPTION: CARDBOARD BOX FOR 13 DRILL PRESS 1/3CV 127/220V 60/50HZ. EXTERNAL MEASURES C=455mm X L= 335mm X A=230mm. MATERIAL: CARD DUPLEX 250-300GR/M2. CORRUGATED CARDBOARD BC. CLOSING: UPPER AND LOWER WITH TRANSPARENT TAPE. PRINTING: FOUR COLOR + PLASTICIZED CARDBOARD. CODE USED IN PRODUCTS: 18001006 / 18001007 / 18001008., Quantidade: 2"
"204.0547-0-CAIXA DE PAPELAO PARA SERRA DE ESQUADRIA TELESCOPICA 10"" 2100W TENSAO DE 127V E 220V MEDIDAS INTERNAS DE C=770mm X L= 455mm X A=395mm MATERIAL: CARTAO DUPLEX DE 250 A 300GR/M2 E PAPELAO ONDA BC FECHAMENTO: INFERIOR E SUPERIOR TIPO MALETA SIMPLES COM FITA TRANSPARENTE. IMPRESSAO: EM QUATRO CORES + PLASTIFICADO UTILIZADO NOS PRODUTOS 10012112 E 10012113 CARDBOAD BOX WITH CARD KRAFT DUPLEX DE 250 A 300 GR/M2 WAVE BC COATED PRINTING IN FOUR COLOURS WITH MEASURES O INTERNAL C=770mm X L= 455mm X A=395mm CLOSING UPPER AND UNDER SIMPLE SUITCASE TYPE WITH TRANSPARENT TAPE. FOR MITER SAW 10"" (255MM) - 220V AND 127V - 2100W - 5000RPM (CHINA) COD: 10012112 AND 10012113, Quantidade: 2"
"204.0838-0-CAIXA DE PAPELAO PARA TORNO DE BANCADA JOHN DEERE MODELO CQMBV-5 EMBALAGEM DE PAPELAO PARDO ONDULADO KKBC (CAPA EXTERNA KRAFT CAPA INTERNA KRAFT ONDA DUPLA BC) GRAMATURA MINIMA 605g/m² E COLUNA MINIMA 8kgf/cm COM ABAS TRANSPASSADAS NO FUNDO E NA TAMPA FECHAMENTO COM COLA E COM IMPRESSAO NA COR PRETA. DIMENSOES INTERNAS: A=160mm X L=155mm X C=375mm. UTILIZADA PARA EMBALAR TORNO DE BANCADA NUMERO 5 PARA JOHN DEERE UTILIZADO NO PRODUTO: CQMBV-5, Quantidade: 2"
"204.0844-0-CAIXA DE PAPELAO PARA MOTOESMERIL SCHULZ 10 POLEGADAS PARDA COM MEDIDAS EXTERNAS DE C= 475 mm X L= 310 mm X A= 340 mm MATERIAL: KRAFT KRAFT DUPLEX E PAPELAO ONDA B FECHAMENTO: SUPERIOR E INFERIOR COM ABAS TRANSPASSADA. IMPRESSAO: MONOCROMATICO UTILIZADO NO PRODUTO CODIGO 911.0252-0 E 911.0253-0 - MOTOESMERIL 10"" - 127-220V BOX BLACK AND WHITE EXTERNAL SIZE C= 475 mm X L= 310 mm X A= 340 mm MATERIAL: KRAFT KRAFT 40.5 GR/M2 AND PAPEL TYPE WAVE BC PRINTING: BLACK, Quantidade: 2"
"CAIXA DE PAPELAO COM BASE DE MADEIRA - SAC X 12 MEDIDAS: C=1100 X 930 x 170mm MATERIAL: Papelão O2/O2 BC com palet acoplado VERSÃO: Tampa e fundo com a tampa com aba de 100 EMBALAGEM PARA RADIADORES 007.0161-0 007.0150-0 007.0139-0 e 007.0172-0, Quantidade: 2"
"CAIXA DE CARTÃO ONDULADO DUPLEX DE 250GR/M2 E PAPELÃO ONDULADO TIPO ""BC"" CAPACIDADE 25 LITROS DIMENSÕES: XXX MM X XXX MM X XXX MM REFERENCIA: 204.0627-0 COLORIDA FECHAMENTO: INFERIOR E SUPERIOR COM ABAS TRANSPASSADA PARTE INFERIOR GRAMPEADO E INFERIOR COM FITA TRANSPARENTE. OBS: COM DOIS PEGA-MAO NAS TESTEIRA IMPRESSAO: EM QUATRO CORES + PLASTIFICADO UTILIZADO NOS PRODUTOS CODIGO 915.0379-0 915.0380-0 DESCRIPTION: CARDBOARD BOX FOR COMPRESSOR MSA-8 5/25L AIRPLUS - COLORED EXTERNAL MEASURES C = XXX MM XL = XXX MM X = XXX MM MATERIAL: CARD DUPLEX 250GR/M2. CORRUGATED CARDBOARD BC CLOSING: UPPER AND LOWER WITH OVERLAPPING FLAPS BOTTOM-STAPLED AND TRANSPARENT TAPE. NOTE: PAPERBOARD CARTON HANDHOLDS PRINTING: FOUR COLOR + PLASTICIZED CARDBOARD CODE USED IN PRODUCTS: 915.0379-0 915.0380-0, Quantidade: 2"
"CAIXA DE PAPELAO COM BASE DE MADEIRA - SAC X 10 MEDIDAS EXTERNA COM PALLET: COMPRIMENTO 820mm LARGURA 730mm ALTURA 850mm CAIXA DE MADEIRA X 10, Quantidade: 2"
"CAIXA DE PAPELAO COM BASE DE MADEIRA DESTINADA A EMBALAGEM DE PECAS DE REPOSICAO DAF. MEDIDAS EXTERNAS COM PALLET: COMPRIMENTO 400mm - LARGURA 400mm ALTURA 340mm, Quantidade: 2"
